song_name,artist,pos_percent,spotify_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,valence
Love Story,Taylor Swift,0.651933702,1D4PL9B8gOg78jiHg3FvBb,0.131,0.617,0.741,0,0.0772,0.0311,0.306
Hey Stephen,Taylor Swift,0.487719298,550erGcdD9n6PnwxrvYqZT,0.106,0.788,0.571,0,0.0934,0.0296,0.797
Style,Taylor Swift,0.888888889,0ug5NqcwcFR2xrfTkc7k8e,0.00245,0.588,0.791,0.00258,0.118,0.0402,0.487
Mean,Taylor Swift,0.267716535,0KztjtD3ytzgYjUKIVfBnW,0.445,0.57,0.747,0,0.219,0.0426,0.808
Gorgeous,Taylor Swift,0.552631579,1ZY1PqizIl78geGM4xWlEA,0.0713,0.8,0.535,9.48E-06,0.213,0.135,0.451
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,0.913333333,2TF4UtYreqNbQ6Z9AccldU,0.288,0.621,0.417,0,0.119,0.0231,0.289
Let Her Go,Passenger,0.550675676,2pUpNOgJBIBCcjyQZQ00qU,0.359,0.445,0.541,0,0.109,0.0736,0.217
Stay With Me,Sam Smith,0.715425532,5Nm9ERjJZ5oyfXZTECKmRt,0.588,0.418,0.42,6.39E-05,0.11,0.0414,0.184
The A Team,Ed Sheeran,0.448979592,1VdZ0vKfR5jneCmWIUAMxK,0.669,0.642,0.289,0,0.18,0.0367,0.407
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,0.695652174,3DXncPQOG4VBw3QHh3S817,0.0552,0.609,0.668,0,0.167,0.0367,0.811
Mirrors,Justin Timberlake,0.927007299,4rHZZAmHpZrA3iH5zx8frV,0.234,0.574,0.512,0,0.0946,0.0503,0.512
Firework,Katy Perry,0.672413793,1mXuMM6zjPgjL4asbBsgnt,0.141,0.638,0.832,0,0.113,0.049,0.648
Perfect,Ed Sheeran,0.940625,0tgVpDi06FyKpA1z0VMD4v,0.163,0.599,0.448,0,0.106,0.0232,0.168
In Case You Didn't Know,Brett Young,0.381294964,10M2Ex445zw585Ducldzkw,0.386,0.607,0.536,0,0.102,0.0305,0.434
Singles You Up,Jordan Davis,0.23880597,4LiMQ6G9n84rDUBs9wtwz6,0.0491,0.491,0.907,0,0.242,0.0481,0.631
Craving You,Thomas Rhett,0.547717842,2d48mamATjby7wgPjdrSOQ,0.000854,0.613,0.839,0,0.341,0.0352,0.526
All On Me,Devin Dawson,0.390728477,2mfahQ0EaaZWq4cFNg6A1o,0.14,0.634,0.668,0,0.216,0.0291,0.635
Light It Up,Luke Bryan,0.5875,5w3NgfV8v1nNZFLUBlGHIL,0.133,0.608,0.928,0,0.103,0.0883,0.738
Unforgettable,Thomas Rhett,0.752873563,30MM5jWpUmOxtTNd9Ey5LZ,0.0303,0.661,0.75,0.000132,0.0849,0.0314,0.828
I'll Name the Dogs,Blake Shelton,0.840909091,609qKv3KPAbdtp0LQH2buA,0.171,0.348,0.87,4.40E-06,0.202,0.137,0.763
Greatest Love Story,LANCO,0.838709677,2yQZwi1P8AkkxxFhQ8rMEK,0.401,0.669,0.617,0,0.119,0.057,0.621
You Broke Up with Me,Walker Hayes,0.290566038,5jZF1nvKORdaHNjNNMRbFl,0.525,0.847,0.699,0,0.267,0.0733,0.874
Kiss Somebody,Morgan Evans,0.852233677,4f3fb3alVLFc8Ga4ncpg7x,0.136,0.57,0.684,0,0.205,0.0465,0.531
Like I Loved You,Brett Young,0.573333333,3T6MAweakkNrMYs8jZIWtg,0.196,0.582,0.568,0,0.0841,0.0297,0.64
The Long Way,Brett Eldredge,0.65034965,5vuMtXS5kQ7F0o9V9rG1dG,0.265,0.488,0.637,0,0.106,0.0401,0.23
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.470588235,7iDa6hUg2VgEL1o1HjmfBn,0.047,0.643,0.783,0,0.083,0.0856,0.579
Getting Over You,Jackie Lee,0.394230769,4hxPwjXNymrxLJD4YaeH1b,0.0636,0.446,0.759,0,0.098,0.0331,0.56
Marry Me,Thomas Rhett,0.825,0OWZFobGSIW9GrSlQ9C5pc,0.0977,0.333,0.412,0,0.113,0.029,0.474
What Ifs (feat. Lauren Alaina),Kane Brown,0.805555556,7zVCrzzEJU7u24sbJPXA5W,0.00898,0.612,0.799,0,0.172,0.0275,0.687
Do I Make You Wanna,Billy Currington,0.751879699,3I7krC8kr0gFR7P6vInR1I,0.106,0.553,0.747,0,0.154,0.0279,0.521
Happens Like That,Granger Smith,0.857142857,11fWR3u9wjDMW4oVDbUbyT,0.189,0.557,0.807,0,0.234,0.0825,0.578
We Were That Song,Brett Kissel,0.582191781,0p3koX3t8IuRzXV3R31WD8,0.239,0.622,0.906,0,0.157,0.0529,0.454
Down,Jay Sean,0.602094241,6cmm1LMvZdB5zsCwX5BjqE,0.0101,0.727,0.68,0,0.0821,0.0286,0.728
Never Forget You,Zara Larsson,0.445229682,6hmhG1b4LEyNuashVvuIAo,0.00312,0.583,0.732,9.86E-06,0.269,0.0457,0.276
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,0.378082192,0vbtURX4qv1l7besfwmnD8,0.0353,0.664,0.714,8.42E-06,0.0843,0.111,0.71
Shower,Becky G,0.857142857,3DmW6y7wTEYHJZlLo1r6XJ,0.0317,0.699,0.529,3.59E-05,0.285,0.0487,0.121
It Ain’t Me (with Selena Gomez),Kygo,0.911971831,3eR23VReFzcdmS7TYCrhCe,0.119,0.64,0.533,0,0.0864,0.0706,0.515
Trumpets,Jason Derulo,0.567567568,6jizk5lOUnfpaZXYMdfeC6,0.563,0.627,0.703,0,0.0962,0.236,0.64
Coming Home,Diddy - Dirty Money,0.639423077,6Iocm6VMu6bVNYwiDoyQFW,0.158,0.392,0.839,0,0.3,0.193,0.232
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,0.523489933,5knuzwU65gJK7IF5yJsuaW,0.406,0.72,0.763,0,0.18,0.0523,0.742
Replay,Iyaz,0.773755656,4E5P1XyAFtrjpiIxkydly4,0.173,0.706,0.751,0,0.168,0.0708,0.195
Dynamite,Taio Cruz,0.936170213,2CEgGE6aESpnmtfiZwYlbV,0.00379,0.751,0.783,0,0.036,0.0859,0.816
I Gotta Feeling,Black Eyed Peas,0.960199005,4kLLWz7srcuLKA7Et40PQR,0.0873,0.743,0.766,0,0.509,0.0265,0.61
Some Nights,fun.,0.540425532,6t6oULCRS6hnI7rm0h5gwl,0.0178,0.672,0.738,6.75E-05,0.0927,0.0506,0.392
Escape (The Pina Colada Song),Rupert Holmes,0.852941176,5IMtdHjJ1OtkxbGe4zfUxQ,0.467,0.836,0.509,4.10E-06,0.0436,0.0548,0.949
Sultans Of Swing,Dire Straits,0.729411765,37Tmv4NnfQeb0ZgUC4fOJj,0.0614,0.733,0.794,0.0367,0.33,0.0307,0.931
Sweet Emotion,Aerosmith,0.659090909,73TxYZd0lBCVRrHawrAglA,0.00298,0.379,0.76,0.0296,0.104,0.0378,0.491
Have You Ever Seen The Rain,Creedence Clearwater Revival,0.952380952,2LawezPeJhN4AWuSB0GtAU,0.0664,0.741,0.697,2.28E-05,0.133,0.0277,0.774
Dancing Queen,ABBA,0.776699029,0GjEhVFGZW8afUYGChu3Rr,0.358,0.543,0.87,0.000939,0.792,0.0428,0.754
Three Little Birds,Bob Marley & The Wailers,1,7vggqxNKwd6xdRoYS0pQtM,0.00974,0.825,0.494,5.15E-06,0.0361,0.0698,0.626
"Another Brick in the Wall, Pt. 2",Pink Floyd,0.30994152,39SHjPPvNVW2H9rSsGGOPD,0.00137,0.62,0.496,0.135,0.0993,0.0277,0.0901
Boys Don't Cry,The Cure,0.627627628,1QFh8OH1e78dGd3VyJZCAC,0.00517,0.462,0.836,0,0.18,0.0621,0.671
Let It Be - Remastered 2009,The Beatles,0.738693467,7iN1s7xHE4ifF5povM6A48,0.631,0.443,0.403,0,0.111,0.0322,0.41
Hold the Line,TOTO,0.974683544,4aVuWgvD0X63hcOCnZtNFA,0.00783,0.473,0.898,0.0618,0.173,0.0561,0.808
Brandy (You're a Fine Girl),Looking Glass,0.920863309,2BY7ALEWdloFHgQZG6VMLA,0.396,0.716,0.625,1.97E-05,0.134,0.0601,0.826
The Great Gig in the Sky,Pink Floyd,0.803571429,25tZHMv3ctlzqDaHAeuU9c,0.753,0.274,0.195,0.739,0.0774,0.0339,0.168
Chiquitita,ABBA,0.341121495,762B4bOcXF7I2Y8UlKTyTy,0.734,0.5,0.554,3.72E-06,0.312,0.0354,0.372
Killer Queen - Remastered 2011,Queen,0.376963351,4cIPLtg1avt2Jm3ne9S1zy,0.391,0.535,0.651,0,0.133,0.0544,0.612
Easy,Commodores,0.898488121,1JQ6Xm1JrvHfvAqhl5pwaA,0.112,0.589,0.384,2.80E-05,0.0596,0.0332,0.354
Black Dog - Remaster,Led Zeppelin,0.542553191,3qT4bUD1MaWpGrTwcvguhb,0.396,0.437,0.864,0.0314,0.242,0.0904,0.749
Comfortably Numb,Pink Floyd,0.525345622,7Fg4jpwpkdkGCvq1rrXnvx,0.153,0.479,0.309,0.22,0.134,0.0299,0.182
Time in a Bottle,Jim Croce,0.928994083,561F1zqRwGPCTMRsLsXVtL,0.848,0.544,0.265,0,0.196,0.035,0.7
If You Leave Me Now,Chicago,0.54893617,0KMGxYKeUzK9wc5DZCt3HT,0.0197,0.434,0.563,0.000824,0.128,0.0268,0.275
Jamming,Bob Marley & The Wailers,0.934497817,4aUCPal9bxTnQkEfdIY6sG,0.129,0.941,0.462,9.82E-05,0.114,0.282,0.758
Somebody To Love - Remastered 2011,Queen,0.5625,4rDbp1vnvEhieiccprPMdI,0.186,0.406,0.698,0,0.233,0.0624,0.333
Father And Son,Yusuf / Cat Stevens,0.708860759,476V2d6iA2tWXgQboKmTtA,0.541,0.495,0.326,8.85E-05,0.0996,0.0365,0.371
Barracuda,Heart,0.628318584,4KfSdst7rW39C0sfhArdrz,0.015,0.548,0.691,0.106,0.144,0.0369,0.667
Roxanne,The Police,0.264150943,3EYOJ48Et32uATr9ZmLnAo,0.0384,0.618,0.748,4.10E-06,0.0473,0.358,0.663
Mamma Mia,ABBA,0.165254237,2TxCwUlqaOH3TIyJqGgR91,0.295,0.749,0.748,0.000443,0.469,0.0323,0.827
Long Train Runnin',The Doobie Brothers,0.123595506,4nXkbcTj3nyww1cHkw5RAP,0.0916,0.575,0.912,0.00211,0.0562,0.0393,0.843
Wish You Were Here,Pink Floyd,0.628378378,1HzDhHApjdjXPLHF6GGYhu,0.718,0.499,0.318,0.00101,0.379,0.0485,0.282
What You Won't Do for Love,Bobby Caldwell,0.892508143,6Dk5fHTvH897XrVzCO64Mx,0.462,0.642,0.396,0.000823,0.106,0.0642,0.797
Highway to Hell,AC/DC,0.239795918,2zYzyRzz6pRmhPzyfMEC8s,0.061,0.574,0.913,0.00158,0.156,0.133,0.423
Ventura Highway,America,0.496240602,4IU1RL4BKvFyXtbTwaHAvW,0.223,0.673,0.581,0.000206,0.063,0.029,0.818
She's Always a Woman,Billy Joel,0.559440559,5RgFlk1fcClZd0Y4SGYhqH,0.797,0.292,0.324,0.000473,0.12,0.0346,0.384
Message In A Bottle,The Police,0.830601093,1oYYd2gnWZYrt89EBXdFiO,0.0338,0.577,0.808,1.33E-05,0.221,0.039,0.869
Free Bird,Lynyrd Skynyrd,0.668067227,5EWPGh7jbTNO2wakv8LjUI,0.0738,0.249,0.834,9.48E-05,0.0924,0.0577,0.338
You Sexy Thing,Hot Chocolate,0.765124555,714hERk9U1W8FMYkoC83CO,0.523,0.791,0.733,0.0016,0.167,0.0633,0.962
Midnight Train to Georgia,Gladys Knight & The Pips,0.738317757,7MF7QAodbGzNYav5ZfIhAY,0.271,0.595,0.379,2.81E-05,0.1,0.0454,0.448
Born to Be Alive - The Original,Patrick Hernandez,0.865942029,3XIEWK1V9n25PS9Vb6axj5,0.0834,0.704,0.868,0,0.206,0.0315,0.808
Reelin' In The Years,Steely Dan,0.315789474,1x1XQqhBViz4opcpwc7FVs,0.154,0.494,0.54,0,0.0878,0.0348,0.723
What a Fool Believes,The Doobie Brothers,0.716911765,2yBVeksU2EtrPJbTu4ZslK,0.284,0.758,0.378,0,0.049,0.0449,0.985
Night Fever,Bee Gees,0.762886598,0qemIQjSxcKyf42VPfZnfa,0.0178,0.726,0.779,0.00178,0.104,0.0251,0.841
Don't Stop 'Til You Get Enough,Michael Jackson,0.921259843,46eu3SBuFCXWsPT39Yg3tJ,0.126,0.878,0.821,0.0461,0.183,0.089,0.947
Mississippi Queen,Mountain,0.869565217,4vO9dmzNRqDhFY3jD1a3P7,0.0987,0.581,0.624,0,0.0411,0.0777,0.637
Angie,The Rolling Stones,0.625,1GcVa4jFySlun4jLSuMhiq,0.67,0.429,0.554,0.000152,0.105,0.0291,0.407
One Love / People Get Ready - Medley,Bob Marley & The Wailers,0.71810089,2BSwGHTh4kmckqXQfaCaAp,0.0716,0.73,0.508,0,0.0605,0.319,0.936
One of These Nights - 2013 Remaster,Eagles,0.318021201,608xszaAxVh4m7NcKJiAbF,0.0603,0.655,0.606,0.0789,0.0757,0.0285,0.765
Iron Man,Black Sabbath,0.351351351,0TI8TP4FitVPoEHPTySx48,0.00367,0.332,0.769,0.00413,0.0372,0.0765,0.525
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,0.054794521,3vkQ5DAB1qQMYO4Mr9zJN6,0.02,0.749,0.491,0.00899,0.159,0.0403,0.536
Gangsta's Paradise,Coolio,0.619230769,1DIXPcTDzTj8ZMHt3PDt8p,0.0655,0.647,0.514,0,0.398,0.0593,0.386
Still D.R.E.,Dr. Dre,0.593607306,503OTo2dSqe7qk76rgsbep,0.16,0.816,0.775,0.00031,0.0543,0.234,0.527
It Was A Good Day,Ice Cube,0.24829932,2qOm7ukLyHUXWyR4ZWLwxA,0.33,0.798,0.744,0.000106,0.292,0.136,0.794
Hypnotize - 2014 Remaster,The Notorious B.I.G.,0.261410788,7KwZNVEaqikRSBSpyhXK2j,0.145,0.901,0.697,0,0.287,0.28,0.67
Doo Wop (That Thing),Ms. Lauryn Hill,0.656862745,0uEp9E98JB5awlA084uaIg,0.0393,0.535,0.505,0,0.0923,0.245,0.495
No Diggity,Blackstreet,0.491428571,6MdqqkQ8sSC0WB4i8PyRuQ,0.303,0.867,0.646,0,0.279,0.288,0.67
"Shook Ones, Pt. II",Mobb Deep,0.277777778,33ZXjLCpiINn8eQIDYEPTD,0.0146,0.763,0.786,0.0114,0.0817,0.229,0.504
You Know How We Do It,Ice Cube,0.331877729,67ncYmW29pNJJY2yXuLPwT,0.0231,0.743,0.651,0.00388,0.0851,0.0343,0.543
Juicy - 2005 Remaster,The Notorious B.I.G.,0.261410788,5ByAIlEEnxYdvpnezg7HTX,0.47,0.889,0.818,0,0.179,0.253,0.782
Forgot About Dre,Dr. Dre,0.407725322,7iXF2W9vKmDoGAhlHdpyIa,0.0827,0.924,0.74,0,0.163,0.0774,0.621
Regulate,Warren G,0.610062893,7nYvUtkQMx1v80S2FH2s9J,0.304,0.849,0.521,1.65E-06,0.115,0.216,0.763
I Got 5 On It,Luniz,0.451612903,4IYKjN1DrYzxKXt0umJqsG,0.209,0.6,0.706,0,0.125,0.361,0.58
Insane in the Brain,Cypress Hill,0.192982456,1oTHteQbmJw15rPxPVXUTv,0.0291,0.897,0.611,0.186,0.0894,0.211,0.769
Jump Around - 30 Years Remaster,House Of Pain,0.584,7L93GESzq43UkKUt5FsOCq,0.0553,0.811,0.823,4.52E-06,0.158,0.0423,0.827
Do For Love,2Pac,0.684563758,4AE7Lj39VnSZNOmGH2iZaq,0.0578,0.874,0.63,0.00479,0.0582,0.298,0.717
93 'Til Infinity,Souls Of Mischief,0.683417085,0PV1TFUMTBrDETzW6KQulB,0.125,0.59,0.672,1.04E-06,0.147,0.412,0.688
Check Yo Self - Remix,Ice Cube,0.306188925,3NGT0Td7H4Is1qrlDQJxma,0.031,0.934,0.735,8.60E-06,0.107,0.251,0.768
Keep Ya Head Up,2Pac,0.477876106,4Tttv4p2xuAq1LpQ7LI95E,0.141,0.591,0.739,0,0.48,0.429,0.613
Still Not a Player (feat. Joe) - Radio Version,Big Pun,0.451476793,3GKL13lkM5nRc4zC1lIOrR,0.203,0.9,0.619,0.00156,0.0647,0.312,0.864
Real Muthaphuckkin' G's,Eazy-E,0.251141553,53BZ6XygAoubR5DU5w38Vq,0.0164,0.724,0.853,0,0.65,0.283,0.775
Miami,Will Smith,0.846590909,6e8Ou0wiqAzIpWb2eSxll8,0.0339,0.877,0.534,1.67E-05,0.0441,0.15,0.89
If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,0.64893617,5PQmSHzWnlgG4EBuIqjac2,0.0474,0.879,0.564,9.43E-06,0.0519,0.247,0.523
Dear Mama,2Pac,0.642622951,6tDxrq4FxEL2q15y37tXT9,0.371,0.773,0.54,0,0.131,0.103,0.322
Hail Mary,Makaveli,0.369230769,6sCtddSFg3foJn4K2pIhfQ,0.158,0.696,0.636,1.28E-05,0.338,0.335,0.358
ATLiens,Outkast,0.498007968,2vfvGlqCB7oertO5VLE0sz,0.0296,0.918,0.734,8.01E-06,0.191,0.269,0.608
Ruff Ryders' Anthem,DMX,0.171232877,1BKT2I9x4RGKaKqW4up34s,0.0564,0.88,0.577,1.02E-06,0.201,0.302,0.74
Can I Kick It?,A Tribe Called Quest,0.85625,3Ti0GdlrotgwsAVBBugv0I,0.173,0.848,0.666,0.000699,0.129,0.274,0.744
Keep Their Heads Ringin',Dr. Dre,0.586387435,1rylJ0VXvhOzLGNm401iaI,0.0338,0.671,0.737,0.00344,0.0596,0.108,0.197
Shoop,Salt-N-Pepa,0.64321608,0Pu71wxadDlB8fJXfjIjeJ,0.0915,0.939,0.675,0,0.0565,0.211,0.795
Thuggish Ruggish Bone,Bone Thugs-N-Harmony,0.521008403,7qHAjAL7CpadaZLamuBZRm,0.00228,0.683,0.74,0,0.238,0.0462,0.65
Da Rockwilder,Method Man,0.384615385,4anqYZt4APNlFwQixpbdZR,0.0137,0.612,0.659,0,0.417,0.406,0.393
Shimmy Shimmy Ya,Ol' Dirty Bastard,0.637362637,3ABG1UQTk0eLYUAeWkmfMi,0.097,0.814,0.481,3.83E-05,0.0495,0.245,0.193
Electric Relaxation,A Tribe Called Quest,0.872463768,0eEXcw3JLVXcRxYrVYMy68,0.184,0.866,0.534,0.266,0.0929,0.229,0.841
Tha Crossroads,Bone Thugs-N-Harmony,0.574561404,5KSJ9k1FYjFLnIRlJT2wF8,0.0856,0.679,0.509,0,0.438,0.0617,0.534
This D.J.,Warren G,0.492462312,2ImuQo1g14CTR9hZAZD3aQ,0.0312,0.804,0.443,0.0225,0.112,0.134,0.58
Gangsta Nation,Westside Connection,0.164874552,65iyI1iybyv5ecsfBHSdUf,0.127,0.843,0.7,0,0.876,0.26,0.675
Got Your Money (feat. Kelis),Ol' Dirty Bastard,0.533936652,6YYd5MLpu45J0uLrMdivF7,0.0516,0.934,0.459,0,0.222,0.189,0.697
Hard Knock Life (Ghetto Anthem),JAY-Z,0.347222222,5Tl0HJvynZtKdSUMKbFVVX,0.0957,0.884,0.679,0.00209,0.0289,0.282,0.591
Nas Is Like,Nas,0.469444444,3gY6tiCNsuVi6s8kPV6aQg,0.00602,0.634,0.845,5.29E-06,0.0598,0.352,0.929
I Wish,Skee-Lo,0.936241611,0QMHVTnrFTQJoaqmkdsKhT,0.00826,0.715,0.738,0,0.26,0.157,0.573
Jump,Kris Kross,0.777777778,27AHAtAirQapVldIm4c9ZX,0.000501,0.749,0.745,0.00403,0.333,0.164,0.481
"Wu-Tang Clan Ain't Nuthing ta F' Wit (feat. RZA, Inspectah Deck & Method Man)",Wu-Tang Clan,0.490039841,24vNw0Z0srb4zYXwrakw8E,0.199,0.826,0.566,0,0.356,0.311,0.655
Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,0.261410788,2KFg8kjYy0rYjWsXGhEQHN,0.256,0.831,0.682,0,0.494,0.238,0.6
Twinz (feat. Fat Joe),Big Pun,0.339506173,0B8drtTSp68pZdkmVrG9ZA,0.32,0.633,0.764,3.40E-06,0.234,0.323,0.522
Shadowboxin',GZA,0.511415525,7bp5DfkdK1OAvNJ1U4HfDA,0.00704,0.704,0.642,1.43E-06,0.161,0.39,0.72
It Ain't Hard to Tell,Nas,0.625899281,2CPturRUlpvirYr7VpkXCV,1.70E-05,0.69,0.729,0.0431,0.152,0.221,0.357
Work,Gang Starr,0.438271605,1EiLrPd8JMTcQUr1aLEUKi,0.0347,0.787,0.832,0,0.0593,0.301,0.814
Fu-Gee-La,Fugees,0.633928571,1rJM37Dd4OcSJvzI84yCcP,0.137,0.681,0.505,0,0.234,0.138,0.399
You Got Me,The Roots,0.607594937,4pdLZsxq0y5oJDb6Cxlokw,0.151,0.729,0.442,0,0.189,0.285,0.757
Rosa Parks,Outkast,0.625550661,0shK5iZQppbHPQYiy60xs9,0.105,0.792,0.701,0,0.761,0.283,0.251
1st of Tha Month,Bone Thugs-N-Harmony,0.449438202,1dF5Y2dd7Wm4wZKvVjWBpr,0.0777,0.729,0.581,3.81E-06,0.696,0.18,0.508
Check the Rhime,A Tribe Called Quest,0.647798742,4HfxDJ0uLHTLe0fZrx0MbQ,0.0502,0.881,0.361,0.00458,0.246,0.237,0.799
Full Clip,Gang Starr,0.60915493,30oTS7bm0aH3p7lqjEIu8q,0.0227,0.875,0.745,2.37E-06,0.287,0.269,0.749
One More Chance / Stay with Me - Remix; 2007 Remaster,The Notorious B.I.G.,0.261410788,7fXhkARAtS66kxexMIAx8O,0.149,0.725,0.68,0,0.127,0.224,0.695
Hell on Earth (Front Lines),Mobb Deep,0.299019608,1RjU7UhRICmdFPKxCucLgq,0.275,0.875,0.658,0,0.122,0.359,0.661
Runnin',The Pharcyde,0.343589744,0XgpiStoxq1IJncYlPrvZ5,0.0287,0.754,0.785,0.00144,0.319,0.18,0.821
What You Want (feat. Total),Mase,0.793650794,6hxn98poTu1O4YZfafvC18,0.0312,0.838,0.72,1.11E-05,0.422,0.384,0.845
Feel Me Flow,Naughty By Nature,0.666666667,4dbZObCjUs95HtmEHfKbnU,0.098,0.817,0.817,1.61E-06,0.0798,0.135,0.854
Got 'Til It's Gone,Janet Jackson,0.897196262,1EhvYd5e7vkoN3udEN1Vyl,0.0177,0.752,0.364,0.000306,0.278,0.277,0.534
Award Tour,A Tribe Called Quest,0.668918919,5YTM7OgQDt9EJAYcfHLniJ,0.00308,0.812,0.6,8.38E-06,0.173,0.254,0.555
Simon Says,Pharoahe Monch,0.310344828,67IvfvAMYQzJEeHopvwMMW,0.17,0.664,0.916,1.67E-05,0.164,0.473,0.559
Guilty Conscience,Eminem,0.290429043,6da04YB906XonC6IQNC44u,0.0527,0.66,0.789,0,0.341,0.364,0.513
When I B On Tha Mic,Rakim,0.343173432,2p9sprAX27D6U5cuSE9NsM,0.0454,0.836,0.484,0,0.0557,0.327,0.839
Put Your Hands Where My Eyes Could See,Busta Rhymes,0.463519313,1NHwvBmrUje4L1dxfWnXCH,0.00864,0.906,0.623,4.19E-06,0.0753,0.303,0.715
Get Money,Junior M.A.F.I.A.,0.063451777,53oWwSxPuyH2cjYKXH8fgO,0.477,0.736,0.828,0,0.251,0.284,0.899
Sound of da Police,KRS-One,0.480662983,3Y6XWs8xMlCngyIxNOFnsp,0.124,0.794,0.95,7.71E-05,0.133,0.294,0.324
N 2 Gether Now,Limp Bizkit,0.284974093,5SEBSAio1N77Vbrj1cAEGb,0.114,0.752,0.753,0,0.317,0.357,0.604
Find a Way,A Tribe Called Quest,0.738317757,2MAaiV0bbeq4FpSwPe2rR8,0.0352,0.773,0.581,0,0.485,0.432,0.711
Get Me Home,Foxy Brown,0.808695652,6Xo9osN1HErsEJoqwj4eDg,0.109,0.774,0.48,0.000661,0.313,0.228,0.332
O.P.P,Naughty By Nature,0.614173228,1k28sDTLOz942qa3wEtMQE,0.0326,0.848,0.838,4.89E-06,0.124,0.0721,0.787
Mass Appeal,Gang Starr,0.533742331,3lGBvPUgO7MJltUnBlOpe9,0.0208,0.808,0.726,0.276,0.129,0.252,0.616
Bring The Pain,Method Man,0.312757202,3F3R4uyTMkX9jRCEVVmdz6,0.38,0.835,0.456,0.00359,0.16,0.266,0.224
The Humpty Dance,Digital Underground,0.682051282,0YEC3pNS0uIKvZb5u4lgsu,0.0343,0.813,0.693,0,0.121,0.266,0.618
Tonight's Da Night,Redman,0.296636086,67mtN6BlsJR0LVyzvNZnGt,0.26,0.697,0.687,4.80E-05,0.403,0.379,0.866
How I Could Just Kill a Man,Cypress Hill,0.227488152,6l4wMAXzI8RxIysQMYZY0w,0.000722,0.769,0.675,0.000149,0.0904,0.0724,0.803
Gettin' It (feat. Parliament Funkadelic),Too $hort,0.713592233,2qg9uPP30rLnK56Nfu6wjS,0.182,0.902,0.41,0,0.128,0.208,0.641
Invocation,Common,0.543726236,1zS4PMsHfkSXPkzrEkCkC6,0.0515,0.753,0.539,1.19E-05,0.0841,0.425,0.78
Doin' It,LL COOL J,0.730612245,4WMBl2wiGUSGa5C7tfQEAo,0.365,0.801,0.55,0.0234,0.117,0.209,0.609
They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,0.840425532,2Mb3zpobD0CvJGWv6NpsPy,0.141,0.761,0.683,0,0.342,0.164,0.671
Just Don't Give A Fuck,Eminem,0.298755187,2MEvYNn2tRvFDAucAtAKVq,0.000713,0.539,0.931,0,0.204,0.262,0.685
Red Ruby Da Sleeze,Nicki Minaj,0.436532508,4ZYAU4A2YBtlNdqOUtc7T2,0.115,0.696,0.733,0,0.111,0.256,0.292
Players,Coi Leray,0.729357798,6UN73IYd0hZxLi8wFPMQij,0.03,0.954,0.516,7.54E-06,0.0504,0.16,0.624
Lottery (feat. LU KALA),Latto,0.555555556,1JUtrCqYzJ80tcAzMbCvir,0.0158,0.792,0.874,0.000365,0.071,0.0852,0.934
Conceited (feat. Lola Brooke & Maiya The Don),Flo Milli,0.475524476,53acd3PVcgGCux58YABBr5,0.0741,0.94,0.761,1.89E-05,0.59,0.0979,0.414
SIXTEEN,BIA,0.307392996,1RswhD0IRNMRqo1WDpNhtl,0.00949,0.937,0.462,0.000354,0.0742,0.151,0.0706
Boy's a liar Pt. 2,PinkPantheress,0.613718412,6AQbmUe0Qwf5PZnt4HmTXv,0.252,0.696,0.809,0.000128,0.248,0.05,0.857
Low,SZA,0.284457478,2GAhgAjOhEmItWLfgisyOn,0.425,0.698,0.546,0.00314,0.16,0.0559,0.335
Gangsta Boo (with Lil Tjay),Ice Spice,0.550239234,6Ntj4LvgVgjlprxD2JyhZS,0.139,0.873,0.578,0,0.0953,0.272,0.765
Her,Megan Thee Stallion,0.267080745,5hHvFrMnwic82WwRLr4WY0,0.374,0.945,0.848,3.31E-05,0.101,0.326,0.819
Tomorrow 2 (with Cardi B),GloRilla,0.644787645,0WNfQxDGaPTl0yogcMR5v1,0.0736,0.795,0.814,0,0.117,0.4,0.68
DUMB (feat. Moneybagg Yo),Rican Da Menace,0.078212291,2PQ8j691jAj6T4f7Ur4RiU,0.0231,0.858,0.909,0,0.206,0.285,0.628
BO$$ CHICK,Saweetie,0.350553506,0FAKS4dY2MADctcsPbmUvm,0.0743,0.799,0.61,0,0.349,0.385,0.807
So DISRESPECTFUL,Lola Brooke,0.626373626,6tvFBQBdsLErOq4smfV231,0.081,0.622,0.676,0,0.0612,0.375,0.351
Flip A Switch.,RAYE,0.373626374,252ZECHopILLs10pMfE76N,0.0756,0.704,0.535,0.000264,0.229,0.0405,0.463
Dusties,Maiya The Don,0.255451713,7kswp4MJqT6Ts9P0iVL3kg,0.0186,0.926,0.682,1.53E-05,0.0963,0.203,0.504
